Country,State,Year,Additional Info,"Sub Centres And Hwc Sub Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Primary Health Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Sub Centres In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres And Hwc Sub Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Anm Required At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Sanctioned At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm In Position At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Vacancies At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Shortfall At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Required At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Sanctioned At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors In Position At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Vacancies At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Shortfall At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1"
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas: No Shortfall | Specialists Shortfall in Rural Areas: No Shortfall | Radiographer Shortfall in Rural Areas: No Shortfall | Pharmacist Shortfall in Rural Areas: No Shortfall | Lab Technician Shortfall in Rural Areas: No Shortfall | Nursing Staff Shortfall in Rural Areas: No Shortfall,17,0,0,17,6,0,11,0,0,0,0,0,0,0,0,0,0,0,17,,33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,5200,793,169,5200,4054,85,1061,334,793,677,2,114,40,169,152,0,17,8,5993,5993,6799,,,793,793,359,434,434,676,652,57,595,619,169,177,161,16,8,962,1107,936,171,26,962,1063,823,240,139,1976,2809,2458,351,
India,Delhi,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Specialists Shortfall in Rural Areas: No Shortfall | Radiographer Shortfall in Rural Areas: No Shortfall | Pharmacist Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,12,5,0,12,2,7,3,0,5,5,0,0,0,0,0,0,0,0,17,36,33,3,,5,21,22,,,0,0,0,0,0,0,0,0,0,0,5,6,4,2,,5,5,4,1,1,5,5,6,,
India,Goa,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Specialists Vacant in Rural Areas | Specialists Shortfall in Rural Areas | Radiographer Shortfall in Rural Areas: No Shortfall | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,214,25,4,214,46,168,0,0,25,24,1,0,0,4,4,0,0,0,239,150,273,,,25,85,56,,,16,5,10,,,4,4,4,0,0,29,48,53,,,29,40,40,0,,53,126,146,,
India,Gujarat,"Calendar Year (Jan - Dec), 2018",,9153,1474,363,9153,8389,372,392,1642,1474,1360,10,104,270,363,357,1,5,64,10627,10627,8340,2287,2287,1474,1865,1321,544,153,1452,1177,118,1059,1334,363,363,118,245,245,1837,1847,1584,263,253,1837,1837,1658,179,179,4015,4391,3160,1231,855
India,Haryana,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,2589,368,113,2589,1647,273,669,12,368,314,4,50,10,113,111,1,1,7,2957,4106,4374,,,368,551,491,60,,452,59,1,42,435,113,82,47,35,66,481,504,397,107,,481,504,356,148,125,1159,1894,1797,97,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,2084,576,91,2084,1480,17,587,495,576,432,34,110,495,91,91,0,0,495,2660,2267,1846,421,814,576,636,622,14,,364,,4,,360,91,65,24,41,67,667,594,378,216,289,667,300,131,169,536,1213,837,452,385,761
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Radiographer Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,2902.10239376548246600470,623.06680985123435485170,82.16265624411881602440,2902.10239376548246600470,903.78921868530697626840,1998.31317508017548973630,0.00000000000000000000,147.69715586740406213910,623.06680985123435485170,475.36965398383029271260,147.69715586740406213910,0.00000000000000000000,79.22827566397171545210,82.16265624411881602440,82.16265624411881602440,0.00000000000000000000,0.00000000000000000000,7.82501488039226819280,3525.16920361671682085640,4779.12783819957779875260,4481.77727274467160742620,297.35056545490619132640,,623.06680985123435485170,1317.53688048604815696270,678.82004087402926572540,638.71683961201889123730,,328.65062497647526409760,336.47563985686753229040,250.40047617255258216960,86.07516368431495012080,78.25014880392268192800,82.16265624411881602440,298.32869231495522485050,219.10041665098350939840,79.22827566397171545210,,705.22946609535317087610,1112.13023987575111690170,952.69556168775865247340,159.43467818799246442830,,705.22946609535317087610,807.93278640050169090660,780.54523431912875223180,27.38755208137293867480,,1198.20540356006606702250,1672.59693068384732621100,1374.26823836889210136050,298.32869231495522485050,
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas,3848,298,171,3848,2277,698,873,1470,298,255,17,26,237,171,171,0,0,163,4146,7994,6632,1362,,298,556,340,216,,684,684,92,592,592,171,171,59,112,112,469,469,241,228,228,469,640,264,376,205,1495,2179,1182,997,313
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Surplus observed in Nursing Staff Vacant in Rural Areas,9443,2359,206,9443,7648,1235,560,103,2359,2280,38,41,132,206,204,2,0,15,11802,9919,7156,2763,4646,2359,2359,2136,223,223,824,824,498,326,326,206,206,167,39,39,2565,2674,2523,151,42,2565,1790,1532,258,1033,3801,2667,3339,,462
India,Kerala,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Specialists Vacant in Rural Areas | Radiographer Vacant in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,5380,849,227,5380,4260,320,800,0,849,780,59,10,0,227,227,0,0,0,6229,7929,7950,,,849,1120,1169,,,908,30,40,,868,227,16,18,,209,1076,1036,1102,,,1076,324,365,,711,2438,3610,3969,,
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Radiographer Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,64.89760623451753399530,13.93319014876564514830,1.83734375588118397560,64.89760623451753399530,20.21078131469302373160,44.68682491982451026370,0.00000000000000000000,3.30284413259593786090,13.93319014876564514830,10.63034601616970728740,3.30284413259593786090,0.00000000000000000000,1.77172433602828454790,1.83734375588118397560,1.83734375588118397560,0.00000000000000000000,0.00000000000000000000,0.17498511960773180720,78.83079638328317914360,106.87216180042220124740,100.22272725532839257380,6.64943454509380867360,,13.93319014876564514830,29.46311951395184303730,15.17995912597073427460,14.28316038798110876270,,7.34937502352473590240,7.52436014313246770960,5.59952382744741783040,1.92483631568504987920,1.74985119607731807200,1.83734375588118397560,6.67130768504477514950,4.89958334901649060160,1.77172433602828454790,,15.77053390464682912390,24.86976012424888309830,21.30443831224134752660,3.56532181200753557170,,15.77053390464682912390,18.06721359949830909340,17.45476568087124776820,0.61244791862706132520,,26.79459643993393297750,37.40306931615267378900,30.73176163110789863950,6.67130768504477514950,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Radiographer Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,14,4,3,14,8,6,0,0,4,4,0,0,0,3,3,0,0,0,18,47,51,,,4,8,8,0,,12,0,0,0,12,3,5,5,0,,7,16,16,0,,7,13,13,0,,25,54,54,0,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Pharmacist Shortfall in Rural Areas,11192,1171,309,11192,8290,331,2571,54,1171,1164,7,0,10,309,309,0,0,16,12361,13726,12353,1367,10,1171,1771,1112,659,59,1236,1236,248,988,988,309,312,261,51,48,1480,1905,1778,127,,1480,1808,1238,570,242,3334,4624,3308,1316,26
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas,10638,1823,361,10638,8636,588,1414,63,1823,1672,5,146,288,361,361,0,0,23,12461,18636,14605,4031,,1823,3009,2920,80,,1444,823,485,338,959,361,140,107,33,254,2184,2355,2055,300,129,2184,1474,1296,178,888,4350,3218,2296,922,2054
India,Manipur,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,429,91,23,429,358,71,0,98,91,91,0,0,9,23,23,0,0,0,520,1065,923,142,,91,238,194,44,,93,4,3,1,90,23,13,13,0,10,114,145,152,,,114,102,70,32,44,252,484,400,84,
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Specialists Vacant in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,443,108,28,443,435,1,7,2,108,108,0,0,0,28,28,0,0,0,551,1118,1080,38,,108,128,130,,,112,3,9,,103,28,19,18,1,10,136,135,149,,,136,118,155,,,304,413,596,,
India,Mizoram,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,370,57,9,370,370,0,0,0,57,57,0,0,0,9,9,0,0,0,427,405,629,,,57,152,59,93,,36,33,0,33,36,9,5,3,2,6,66,99,53,46,13,66,92,83,9,,120,550,198,372,
India,Nagaland,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Lab Technician Vacant in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,396,126,21,396,334,1,61,0,126,118,1,7,3,21,21,0,0,0,527,539,913,,,126,108,118,,8,84,,8,,76,21,1,1,0,20,147,135,116,109,31,147,72,87,,60,273,175,394,,
India,Odisha,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Nursing Staff Vacant in Rural Areas,6688,1288,377,6688,4411,1892,385,1278,1288,1223,1,64,48,377,377,0,0,0,7976,7686,8108,,,1288,1326,917,409,371,1508,1529,253,1276,1255,377,57,55,2,322,1665,1741,1623,118,42,1665,497,567,,1098,3927,1666,2327,,1600
India,Puducherry,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Specialists Vacant in Rural Areas | Radiographer Shortfall in Rural Areas: No Shortfall | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,54,24,3,54,36,18,0,0,24,24,0,0,0,3,3,0,0,0,78,188,212,,,24,38,46,,,12,4,5,,7,3,5,3,0,0,27,42,37,5,,27,10,38,,,45,131,139,,
India,Punjab,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,2950,432,151,2950,1907,0,1043,0,432,385,0,47,0,151,150,0,1,0,3382,5011,4525,486,,432,593,480,113,,604,593,105,488,499,151,171,123,48,28,583,841,790,51,,583,616,585,31,,1489,2189,2029,160,
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,14405,2078,588,14405,11287,747,2371,134,2078,1868,36,174,41,588,569,0,19,10,16483,23859,18257,5602,,2078,2751,2396,355,,2352,1731,565,1166,1787,588,787,250,537,338,2666,1127,1172,,1494,2666,3644,2091,1553,575,6194,12712,9887,2825,
India,Sikkim,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas: No Shortfall | Radiographer Shortfall in Rural Areas: No Shortfall | Nursing Staff Shortfall in Rural Areas,147,24,2,147,142,5,0,3,24,24,0,0,0,2,2,0,0,0,171,219,227,,,24,,22,,0,8,,0,,8,2,,2,,0,26,,11,,15,26,,21,,5,38,,48,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Surplus observed in Doctors at PHCs Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,8712,1421,385,8712,6541,1880,291,20,1421,1363,0,58,35,385,385,0,0,0,10133,10133,7854,2279,2279,1421,3136,2780,356,,1540,,210,,1330,385,246,92,154,293,1806,2656,2097,559,,1806,2222,967,1255,839,4116,7963,6360,1603,
India,Telangana,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,4744,643,91,4744,1273,3471,0,39,643,643,0,0,0,91,91,0,0,0,5387,8996,7679,1317,,643,1254,1066,188,,364,320,112,208,252,91,87,57,30,34,734,763,700,63,34,734,749,597,152,137,1280,2208,2027,181,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas: No Shortfall | Radiographer Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,26.00000000000000000000,4.00000000000000000000,2.00000000000000000000,26.00000000000000000000,22.00000000000000000000,4.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.00000000000000000000,4.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,30.00000000000000000000,41.00000000000000000000,34.00000000000000000000,7.00000000000000000000,,4.00000000000000000000,5.00000000000000000000,4.00000000000000000000,1.00000000000000000000,0.00000000000000000000,8.00000000000000000000,6.00000000000000000000,3.00000000000000000000,3.00000000000000000000,5.00000000000000000000,2.00000000000000000000,4.00000000000000000000,3.00000000000000000000,1.00000000000000000000,,6.00000000000000000000,16.00000000000000000000,9.00000000000000000000,7.00000000000000000000,,6.00000000000000000000,9.00000000000000000000,5.00000000000000000000,4.00000000000000000000,1.00000000000000000000,18.00000000000000000000,64.00000000000000000000,49.00000000000000000000,15.00000000000000000000,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,71.00000000000000000000,9.00000000000000000000,2.00000000000000000000,71.00000000000000000000,58.00000000000000000000,9.00000000000000000000,4.00000000000000000000,8.00000000000000000000,9.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,80.00000000000000000000,36.00000000000000000000,90.00000000000000000000,,,9.00000000000000000000,15.00000000000000000000,8.00000000000000000000,7.00000000000000000000,1.00000000000000000000,8.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,11.00000000000000000000,10.00000000000000000000,12.00000000000000000000,,,11.00000000000000000000,7.00000000000000000000,17.00000000000000000000,,,23.00000000000000000000,14.00000000000000000000,45.00000000000000000000,,
India,Tripura,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Doctors at PHCs Vacant in Rural Areas | Specialists Vacant in Rural Areas | Radiographer Vacant in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,1020,108,22,1020,859,38,123,14,108,108,0,0,2,22,22,0,0,0,1128,476,601,,527,108,0,119,,16,88,0,2,,86,22,0,12,,10,130,0,133,,,130,0,105,,25,262,0,581,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,20521,3621,822,20521,18166,2355,0,0,3621,3516,105,0,0,822,822,0,0,0,24142,27410,25751,1659,,3621,4509,1344,3165,2277,3288,2099,192,1907,3096,822,230,0,230,822,4443,5697,4717,980,,4443,2054,1644,410,2799,9375,17974,20546,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",,1847,257,67,1847,1304,506,37,41,257,227,18,12,6,67,67,0,0,0,2104,2218,1760,458,344,257,425,241,184,16,268,268,29,239,239,67,31,8,23,59,324,408,282,126,42,324,135,78,57,246,726,623,359,264,367
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,10357,913,348,10357,7482,1960,915,419,913,913,0,0,13,348,348,0,0,1,11270,20386,17583,2803,,913,1268,1016,252,,1392,669,125,544,1267,348,280,131,149,217,1261,1459,1422,37,,1261,966,874,92,387,3349,6981,6464,517,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","Telangana came to existence in 2014 after bifurcation of Andhra Pradesh; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",7458,1147,193,7458,1745,5713,0,1147,1147,0,0,193,192,0,1,1,29,83,8605,14317,12073,2244,,1147,1952,1644,308,,,,,,,193,160,75,85,118,1340,1355,994,361,346,1340,1174,779,395,561,2498,4307,3541,766,
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",312,143,63,312,312,0,0,143,143,0,0,63,63,0,0,0,0,0,455,,481,,,143,,122,,21,,,,,,63,,7,,56,206,,89,,117,206,,123,,83,584,,498,,86
India,Assam,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",4621,1014,158,4621,3691,799,131,1014,1013,1,0,158,158,0,0,68,1242,102,5635,5962,9056,,,1014,,1048,,,,,,,,158,145,60,85,98,1172,1284,1384,,,1172,860,1202,,,2120,2798,2793,5,
India,Bihar,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",9949,1899,150,9949,5055,3868,1026,1899,1528,371,0,150,150,0,0,241,1386,92,11848,,23390,,,1899,2078,1786,292,113,,,,,,150,89,1,88,149,2049,989,287,702,1762,2049,683,611,72,1438,2949,1662,1142,520,1807
